714.687834,149.683083
714.687834,149.683083
715.065555,281.522551
715.310762,283.974618
715.555969,286.426685
710.704548,289.00055
709.601118,289.981377
708.497688,290.962204
688.88115,301.015679
688.88115,301.015679
682.260569,304.080763
674.638068,309.053038
669.387216,312.662999
665.463909,315.360272
663.784567,317.223082
663.134445,320.38701
661.505582,328.314142
679.440692,334.486397
679.440692,334.486397
676.866021,322.348664
676.866021,322.348664
661.672501,317.391852
662.766635,311.191758
663.870065,304.938987
673.310524,299.299232
676.866021,296.847165
676.866021,296.847165
682.383172,293.414271
685.816066,291.697824
689.24896,289.981377
702.36752,283.238192
704.451777,282.257365
706.536034,281.276538
714.550435,277.786645
715.163451,277.051025
715.776468,276.315405
715.845425,250.114065
715.605383,241.991131
715.568451,240.741363
715.30085,149.683083
715.30085,149.683083
705.187397,286.79369
705.187397,286.79369
706.658638,281.399142
708.497688,280.173108
710.336738,278.947075
715.286055,276.902782
715.163451,276.167162
715.040848,275.431542
715.007529,149.683083
715.007529,149.683083
678.950278,311.314362
678.950278,311.314362
664.237875,308.371881
662.766635,301.015679
662.766635,301.015679
661.663204,297.582785
667.670769,292.923858
672.136883,289.460341
671.226267,289.981377
681.770155,283.115589
681.770155,283.115589
704.593923,269.63329
714.279589,267.181223
716.444375,266.633176
714.963647,260.306
715.310762,250.82976
716.536795,217.359043
715.668661,149.683083
715.668661,149.683083
679.016087,301.467088
679.016087,301.467088
664.672682,297.692507
662.731469,290.035502
662.731469,290.035502
662.084398,287.555063
663.863843,285.39816
663.863843,285.39816
665.805056,282.540264
668.878642,280.545128
668.878642,280.545128
679.663157,272.888123
687.104473,269.491
687.104473,269.491
699.18313,263.289904
700.099814,262.912446
701.016497,262.534988
712.299883,257.003885
713.041232,256.549582
715.163451,255.249074
715.144212,237.784526
715.036367,236.059004
714.928522,234.333481
716.174796,149.683083
716.174796,149.683083
704.477918,266.597009
704.477918,266.597009
714.27545,256.143283
714.86883,254.659832
715.462211,253.176382
715.30085,149.683083
715.30085,149.683083
715.30085,149.683083
715.016141,262.909219
715.016141,262.909219
714.719451,264.837705
704.626263,277.129506
704.626263,277.129506
682.334248,290.318941
682.334248,290.318941
663.15732,285.303316
663.097862,277.514353
663.038855,269.784394
675.485265,263.402613
677.554655,261.995428
681.980204,258.986054
697.462868,253.166649
703.104825,251.138081
708.356476,249.249847
714.986526,246.310317
714.986526,245.737144
714.986526,245.163971
715.30085,149.683083
715.30085,149.683083
701.334605,255.445615
701.334605,255.445615
709.536623,248.777788
710.24471,248.423744
710.952798,248.0697
715.340058,246.411277
715.458072,245.821204
685.402629,277.160309
685.402629,277.160309
674.899326,274.445972
671.299879,272.616745
668.094909,270.98799
664.45503,269.076306
664.041979,266.184947
663.741447,264.081223
664.396023,263.116567
665.045103,262.054435
665.694184,260.992303
666.815323,258.691018
670.355762,256.271718
674.791607,253.240557
677.318626,251.669147
680.564029,250.016942
683.72089,248.409812
692.501278,244.346315
694.784793,243.585144
699.210342,242.109961
704.993059,239.867683
709.064564,239.572646
712.32759,239.336195
714.139194,236.976324
714.316216,236.091214
689.002075,265.299838
689.002075,265.299838
682.275241,264.59175
674.545282,261.582376
674.545282,261.582376
669.824696,260.225208
666.461279,256.625762
663.097862,253.026315
667.818448,248.30573
667.818448,248.30573
667.818448,248.30573
670.591792,245.532385
673.188114,243.998195
675.784436,242.464005
681.473684,239.343833
691.480383,236.268236
701.379929,233.225573
714.375223,231.134599
714.43423,228.597285
691.057697,252.174689
691.057697,252.174689
680.034059,252.351658
673.499926,248.090793
664.132347,241.982257
672.988248,234.034195
674.297976,233.659987
674.297976,233.659987
675.078947,232.528044
682.263158,229.370149
689.447368,226.212254
703.421053,224.001728
706.815789,223.212254
710.210526,222.422781
714.315789,221.317518
714.236842,218.55436
702.236842,246.264886
702.236842,246.264886
706.894737,240.343833
708.473684,239.791202
704.368421,237.73857
704.368421,237.73857
705.236842,233.475412
708.157895,231.896465
704.368421,229.370149
704.368421,229.370149
706.789474,224.449097
710.842105,222.028044
692.894737,238.870149
692.894737,238.870149
685.0,239.291202
678.368421,235.606991
671.736842,231.922781
677.157895,225.659623
677.157895,225.659623
677.157895,225.659623
680.631579,222.080675
685.421053,220.343833
685.421053,220.343833
688.842105,218.975412
693.842105,217.764886
698.842105,216.55436
702.105263,216.028044
706.263158,215.764886
710.421053,215.501728
714.210526,214.606991
714.684211,211.501728
704.684211,221.080675
704.684211,221.080675
705.368421,217.606991
709.421053,215.501728
697.0,227.396465
697.0,227.396465
689.421053,228.55436
687.421053,224.817518
685.421053,221.080675
687.719506,216.975101
688.631579,215.606991
689.789474,213.870149
692.736842,209.764886
702.0,207.133307
702.0,207.133307
703.85243,206.593604
706.0,206.291202
709.415867,205.810209
713.736842,205.427822
713.736842,204.975412
711.315789,205.606991
707.473684,206.870149
704.789474,212.080675
704.789474,212.080675
682.068825,349.821511
682.068825,349.821511
663.634971,341.482386
664.073872,332.265459
664.512774,323.048532
685.580035,313.392704
692.163555,309.442592
698.747074,305.492481
714.871861,300.45521
715.310762,297.821803
715.749663,295.188395
713.596401,194.511419
713.85251,178.46104
714.108619,162.410662
714.453197,151.146046
714.453197,149.829342
692.123477,383.72203
692.123477,383.72203
662.360503,363.664373
666.026956,348.567212
669.69341,333.470051
686.300287,328.078208
689.319719,325.058776
