52
67
103
118
127
121
118
85
76
106
172
64
112
109
91
100
94
103
133
73
112
34
61
100
76
37
31
40
97
130
43
40
76
82
154
103
64
52
67
46
64
58
52
49
37
79
49
85
97
79
61
88
109
85
133
103
115
139
112
160
115
79
91
121
166
142
136
163
100
112
142
127
133
100
112
76
61
85
49
31
73
28
49
13
55
85
67
49
49
